YAL068W-A	1	538	792
YAL069W	1	335	649
YALCdelta2	1	138994	138833
YALWdelta1	1	22232	22554
YAR002C-A	1	154726	154067
YAR002W	1	152259	153878
YAR003W	1	155007	156287
YAR007C	1	158621	156756
YAR008W	1	158967	159794
YAR009C	1	164188	160598
YAR010C	1	165867	164545
YAR014C	1	168866	166743
YAR015W	1	169370	170290
YAR018C	1	171698	170391
YAR019C	1	175133	172209
YAR019W-A	1	174996	175340
YAR020C	1	177021	176854
YAR023C	1	179818	179279
YAR027W	1	183764	184471
YAR028W	1	184886	185590
YAR029W	1	186315	186539
YAR030C	1	186847	186506
YAR031W	1	186830	187726
YAR033W	1	188101	188805
YAR035C-A	1	192411	192331
YAR035W	1	190187	192250
YAR042W	1	192613	196179
YAR047C	1	201780	201460
YAR050W	1	203394	208007
YAR053W	1	208358	208654
YAR060C	1	217483	217148
YAR061W	1	218131	218334
YAR062W	1	218540	219136
YAR064W	1	220189	220488
YAR066W	1	221040	221651
YAR068W	1	222397	222882
YAR069C	1	224295	224002
YAR070C	1	224853	224554
YAR071W	1	225451	226854
YAR073W	1	227733	228944
YAR075W	1	228835	229308
YARCdelta3	1	160238	160106
YARCdelta4	1	160575	160239
YARCdelta5	1	166163	165827
YARCdelta8	1	209769	209439
YARCTy1-1	1	166163	160239
YARWdelta6	1	183136	183468
YARWdelta7	1	189420	189751
YARWsigma1	1	182614	182953
YBL001C	2	237469	237155
YBL002W	2	236495	236890
YBL003C	2	235795	235397
YBL004W	2	227639	235120
YBL005W	2	217473	220403
YBL005W-A	2	221333	222655
YBL005W-B	2	221333	226601
YBL006C	2	217132	216590
YBL006W-A	2	216714	216863
YBL007C	2	216369	212635
YBL008W	2	209656	212178
YBL008W-A	2	209412	209651
YBL009W	2	207197	209227
YBL010C	2	206952	206110
YBL011W	2	203541	205820
YBL012C	2	203810	203409
YBL013W	2	202059	203264
YBL014C	2	201751	199067
YBL015W	2	194125	195705
YBL016W	2	192454	193515
YBL017C	2	191586	186847
YBL018C	2	186477	186001
YBL019W	2	184356	185918
YBL020W	2	182404	184128
YBL021C	2	182097	181663
YBL022C	2	181278	177877
YBL023C	2	177529	174923
YBL024W	2	172537	174591
YBL025W	2	171484	171921
YBL026W	2	170626	171041
YBL027W	2	168426	169379
YBL028C	2	167841	167521
YBL029C-A	2	164775	164491
YBL029W	2	166137	167267
YBL030C	2	164000	163044
YBL031W	2	161702	162718
YBL032W	2	160187	161332
YBL033C	2	159696	158659
YBL034C	2	158392	153851
YBL035C	2	153613	151496
YBL036C	2	151223	150450
YBL037W	2	147212	150289
YBL038W	2	146190	146888
YBL039C	2	145731	143992
YBL039C-A	2	145034	144951
YBL039W-B	2	143396	143575
YBL040C	2	142871	142115
YBL041W	2	141250	141975
YBL042C	2	140263	138344
YBL043W	2	136691	137464
YBL044W	2	136001	136369
YBL045C	2	135519	134146
YBL046W	2	132427	133752
YBL047C	2	132043	127898
YBL048W	2	127302	127613
YBL049W	2	126831	127247
YBL050W	2	125128	126122
YBL051C	2	124762	122756
YBL052C	2	121877	119382
YBL053W	2	119338	119712
YBL054W	2	117592	119169
YBL055C	2	116832	115576
YBL056W	2	113765	115171
YBL057C	2	113447	112803
YBL058W	2	111439	112710
YBL059C-A	2	110541	110127
YBL059W	2	110596	111246
YBL060W	2	107934	109997
YBL061C	2	107408	105318
YBL062W	2	105310	105690
YBL063W	2	101888	105223
YBL064C	2	101158	100373
YBL065W	2	99965	100309
YBL066C	2	100117	96671
YBL067C	2	95884	93641
YBL068W	2	92412	93395
YBL068W-A	2	91792	92028
YBL069W	2	90739	92028
YBL070C	2	90923	90603
YBL071C	2	90529	90221
YBL071C-B	2	89554	89456
YBL071W-A	2	89976	90224
YBL072C	2	89123	88521
YBL073W	2	87644	87955
YBL074C	2	87787	86720
YBL075C	2	86446	84497
YBL076C	2	84259	81041
YBL077W	2	80895	81326
YBL078C	2	80728	80375
YBL079W	2	75256	79764
YBL080C	2	74692	73067
YBL081W	2	71863	72969
YBL082C	2	71124	69748
YBL083C	2	70135	69710
YBL084C	2	69442	67166
YBL085W	2	63873	66815
YBL086C	2	62599	61199
YBL087C	2	60735	59818
YBL088C	2	59379	51016
YBL089W	2	49571	50950
YBL090W	2	48822	49355
YBL091C	2	48625	47360
YBL091C-A	2	47177	46562
YBL092W	2	45975	46367
YBL093C	2	44915	44253
YBL094C	2	44094	43762
YBL095W	2	43274	44086
YBL096C	2	43479	43171
YBL097W	2	40828	43092
YBL098W	2	39142	40524
YBL099W	2	37050	38687
YBL100C	2	37300	36986
YBL100W-A	2	29932	31248
YBL100W-B	2	29932	35245
YBL100W-C	2	28427	28546
YBL101C	2	28299	24946
YBL102W	2	24098	24745
YBL103C	2	23535	22075
YBL104C	2	21293	18177
YBL105C	2	17696	14241
YBL106C	2	13879	10847
YBL107C	2	10551	9961
YBL107W-A	2	9268	9372
YBL108C-A	2	7733	7605
YBL108W	2	8177	8482
YBL109W	2	5790	6125
YBL111C	2	5009	2907
YBL112C	2	2899	2582
YBL113C	2	2658	280
YBL113W-A	2	646	1128
YBLCdelta7	2	197019	197323
YBLCsigma1	2	197717	198057
YBLWdelta10	2	226624	226955
YBLWdelta1	2	8848	9092
YBLWdelta2	2	9093	9424
YBLWdelta3	2	9425	9518
YBLWdelta4	2	29641	29972
YBLWdelta5	2	35268	35599
YBLWdelta6	2	35601	35793
YBLWdelta8	2	220898	221039
YBLWdelta9	2	221040	221373
YBLWtau1	2	35848	36218
YBLWTy1-1	2	221040	226955
YBLWTy2-1	2	29641	35599
YBR001C	2	241285	238943
YBR002C	2	242570	241710
YBR003W	2	242811	244232
YBR004C	2	245669	244368
YBR005W	2	245908	246549
YBR006W	2	247012	248505
YBR007C	2	251017	248807
YBR008C	2	254210	252564
YBR009C	2	255682	255371
YBR010W	2	256329	256739
YBR011C	2	257973	257110
YBR012C	2	259564	259145
YBR012W-A	2	259867	261189
YBR012W-B	2	259867	265138
YBR013C	2	265879	265490
YBR014C	2	267336	266725
YBR015C	2	269503	267710
YBR016W	2	270247	270633
YBR017C	2	273703	270947
YBR018C	2	275527	274427
YBR019C	2	278352	276253
YBR020W	2	279021	280607
YBR021W	2	281443	283344
YBR022W	2	283738	284271
YBR023C	2	287925	284428
YBR024W	2	289445	290350
YBR025C	2	291865	290681
YBR026C	2	294019	292877
YBR027C	2	294356	294024
YBR028C	2	296002	294425
YBR029C	2	297742	296369
YBR030W	2	298292	299950
YBR031W	2	300166	301254
YBR032W	2	301519	301821
YBR033W	2	301944	304703
YBR034C	2	305976	304930
YBR035C	2	306955	306269
YBR036C	2	310313	309081
YBR037C	2	311451	310564
YBR038W	2	311897	314788
YBR039W	2	315575	316510
YBR040W	2	316968	317864
YBR041W	2	318266	320275
YBR042C	2	321609	320416
YBR043C	2	323945	321876
YBR044C	2	326058	324337
YBR045C	2	330090	328369
YBR046C	2	331509	330505
YBR047W	2	331831	332358
YBR048W	2	332829	333810
YBR049C	2	336816	334384
YBR050C	2	338197	337181
YBR051W	2	337986	338336
YBR052C	2	339350	338718
YBR053C	2	340749	339673
YBR054W	2	343099	344133
YBR055C	2	347299	344600
YBR056C-B	2	351449	351291
YBR056W	2	347877	349382
YBR056W-A	2	351253	351453
YBR057C	2	353291	352191
YBR058C	2	356015	353670
YBR058C-A	2	356564	356322
YBR059C	2	360185	356859
YBR060C	2	362512	360650
YBR061C	2	365717	364785
YBR062C	2	366598	365974
YBR063C	2	368182	366968
YBR064W	2	367761	368189
YBR065C	2	369676	368582
YBR066C	2	370697	370035
YBR067C	2	372732	372100
YBR068C	2	375687	373858
YBR069C	2	378430	376571
YBR070C	2	379931	379218
YBR071W	2	380408	381043
YBR072C-A	2	383016	382855
YBR072W	2	382027	382671
YBR073W	2	383209	385983
YBR074W	2	386281	389211
YBR076C-A	2	391611	391345
YBR076W	2	390369	391388
YBR077C	2	392287	391799
YBR078W	2	393118	394854
YBR079C	2	398271	395377
YBR080C	2	400884	398608
YBR081C	2	405245	401247
YBR082C	2	407163	406622
YBR083W	2	409163	410623
YBR084C-A	2	415255	414180
YBR084W	2	411048	413975
YBR085C-A	2	419158	418901
YBR085W	2	415977	416900
YBR086C	2	423035	420195
YBR087W	2	423759	424823
YBR088C	2	425760	424984
YBR089C-A	2	426483	426184
YBR089W	2	425177	425776
YBR090C	2	427052	426327
YBR091C	2	427478	427149
YBR092C	2	429095	427692
YBR093C	2	430945	429542
YBR094W	2	432030	434291
YBR095C	2	435692	434400
YBR096W	2	436015	436707
YBR097W	2	436945	441309
YBR098W	2	441509	443584
YBR099C	2	443301	442918
YBR101C	2	444687	443815
YBR102C	2	447317	445056
YBR103C-A	2	449457	449314
YBR103W	2	447703	449310
YBR104W	2	449661	450650
YBR105C	2	451963	450875
YBR106W	2	452652	453218
YBR107C	2	454524	453787
YBR108W	2	454816	457659
YBR109C	2	458356	457913
YBR109W-A	2	458602	458826
YBR110W	2	458866	460215
YBR111C	2	461867	461172
YBR111W-A	2	462133	462573
YBR112C	2	465764	462864
YBR113W	2	465560	466042
YBR114W	2	467242	469614
YBR115C	2	473920	469742
YBR116C	2	474720	474193
YBR117C	2	476431	474386
YBR118W	2	477665	479041
YBR119W	2	479332	480317
YBR120C	2	480917	480429
YBR121C	2	483361	481358
YBR121C-A	2	482478	482320
YBR122C	2	484497	483964
YBR123C	2	486685	484736
YBR124W	2	486501	486860
YBR125C	2	488374	487193
YBR126C	2	490386	488899
YBR126W-A	2	490844	491050
YBR126W-B	2	490921	491064
YBR127C	2	492816	491263
YBR128C	2	494109	493075
YBR129C	2	495333	494347
YBR130C	2	496863	495586
YBR131C-A	2	497733	497644
YBR131W	2	497157	499271
YBR132C	2	501436	499646
YBR133C	2	504281	501798
YBR134W	2	504237	504638
YBR135W	2	504848	505300
YBR136W	2	505662	512768
YBR137W	2	513038	513577
YBR138C	2	515330	513756
YBR139W	2	515658	517184
YBR140C	2	526622	517344
YBR141C	2	528032	527019
YBR141W-A	2	527161	527256
YBR142W	2	528311	530632
YBR143C	2	532176	530863
YBR144C	2	533543	533229
YBR145W	2	533756	534811
YBR146W	2	535254	536090
YBR147W	2	536569	537459
YBR148W	2	537870	539699
YBR149W	2	539981	541015
YBR150C	2	544487	541203
YBR151W	2	545022	545972
YBR152W	2	546370	547245
YBR153W	2	547454	548188
YBR154C	2	549003	548356
YBR155W	2	549765	550922
YBR156C	2	553194	551098
YBR157C	2	554304	553537
YBR158W	2	556543	558192
YBR159W	2	558679	559722
YBR160W	2	560072	560968
YBR161W	2	561629	562759
YBR162C	2	564565	563198
YBR162W-A	2	565226	565423
YBR163W	2	565718	567475
YBR164C	2	568421	567870
YBR165W	2	568847	569680
YBR166C	2	571195	569837
YBR167C	2	571885	571463
YBR168W	2	572366	573607
YBR169C	2	575991	573910
YBR170C	2	578081	576339
YBR171W	2	578359	578979
YBR172C	2	581367	579145
YBR173C	2	582167	581721
YBR174C	2	582647	582333
YBR175W	2	582403	583350
YBR176W	2	583715	584653
YBR177C	2	586157	584802
YBR178W	2	586066	586440
YBR179C	2	589109	586542
YBR180W	2	589736	591454
YBR181C	2	592769	591707
YBR182C	2	594859	593501
YBR182C-A	2	595550	595356
YBR183W	2	596110	597060
YBR184W	2	597358	598929
YBR185C	2	599954	599118
YBR186W	2	600548	602355
YBR187W	2	602629	603471
YBR188C	2	604102	603680
YBR189W	2	604503	605503
YBR190W	2	605961	606272
YBR191W	2	606265	607135
YBR191W-A	2	607144	607218
YBR192W	2	607647	608780
YBR193C	2	609748	609077
YBR194W	2	610033	610404
YBR195C	2	611877	610609
YBR196C	2	613895	612231
YBR196C-A	2	614168	614019
YBR196C-B	2	614625	614521
YBR197C	2	615851	615198
YBR198C	2	618518	616122
YBR199W	2	618904	620298
YBR200W	2	620867	622522
YBR200W-A	2	622978	623142
YBR201C-A	2	624692	624489
YBR201W	2	623572	624207
YBR202W	2	625767	628304
YBR203W	2	629163	631937
YBR204C	2	633376	632249
YBR205W	2	633617	634831
YBR206W	2	634596	634919
YBR207W	2	635141	636538
YBR208C	2	642205	636698
YBR209W	2	642578	642895
YBR210W	2	645545	645973
YBR211C	2	647127	646153
YBR212W	2	647881	649899
YBR213W	2	650363	651187
YBR214W	2	651410	652993
YBR215W	2	653441	655312
YBR216C	2	657595	655571
YBR217W	2	657827	658387
YBR218C	2	662244	658702
YBR219C	2	663298	662494
YBR220C	2	664672	662990
YBR221C	2	666248	665148
YBR221W-A	2	666533	666637
YBR222C	2	668346	666715
YBR223C	2	670292	668658
YBR223W-A	2	668716	668835
YBR224W	2	670120	670635
YBR225W	2	670622	673324
YBR226C	2	673560	673150
YBR227C	2	675129	673567
YBR228W	2	675308	676222
YBR229C	2	679216	676352
YBR230C	2	680045	679544
YBR230W-A	2	680357	680557
YBR231C	2	683085	682174
YBR232C	2	683727	683368
YBR233W	2	683423	684664
YBR233W-A	2	684972	685256
YBR234C	2	686587	685433
YBR235W	2	686896	690258
YBR236C	2	691688	690378
YBR237W	2	691964	694513
YBR238C	2	697297	695102
YBR239C	2	699938	698349
YBR240C	2	701837	700485
YBR241C	2	704050	702584
YBR242W	2	704665	705381
YBR243C	2	706788	705442
YBR244W	2	707523	708011
YBR245C	2	711534	708145
YBR246W	2	711586	712749
YBR247C	2	714450	712999
YBR248C	2	716460	714802
YBR249C	2	717989	716877
YBR250W	2	719028	720599
YBR251W	2	721385	722308
YBR252W	2	722606	723049
YBR253W	2	723265	723630
YBR254C	2	724258	723731
YBR255C-A	2	727069	726613
YBR255W	2	724451	726535
YBR256C	2	728097	727381
YBR257W	2	728880	729719
YBR258C	2	730157	729729
YBR259W	2	730382	732448
YBR260C	2	734634	732634
YBR261C	2	735525	734827
YBR262C	2	736035	735715
YBR263W	2	736259	737731
YBR264C	2	738364	737765
YBR265W	2	738577	739539
YBR266C	2	740383	739931
YBR267W	2	739836	741017
YBR268W	2	741294	741611
YBR269C	2	742571	742155
YBR270C	2	744393	742756
YBR271W	2	744847	746106
YBR272C	2	747798	746356
YBR273C	2	749366	748056
YBR274W	2	749589	751172
YBR275C	2	757101	751351
YBR276C	2	760039	757616
YBR277C	2	760612	760211
YBR278W	2	760290	760895
YBR279W	2	761253	762590
YBR280C	2	764693	762780
YBR281C	2	767602	764966
YBR282W	2	768236	768676
YBR283C	2	770411	768939
YBR284W	2	771235	773628
YBR285W	2	773918	774352
YBR286W	2	774696	776309
YBR287W	2	776567	777850
YBR288C	2	779459	778008
YBR289W	2	779663	782380
YBR290W	2	782587	783552
YBR291C	2	784568	783669
YBR292C	2	785069	784698
YBR293W	2	787001	788425
YBR294W	2	789230	791809
YBR295W	2	792843	796493
YBR296C	2	798516	796792
YBR296C-A	2	800236	800117
YBR297W	2	800517	801923
YBR298C	2	804469	802625
YBR298C-A	2	805250	805029
YBR299W	2	805345	807099
YBR300C	2	809091	808594
YBR301W	2	809051	809413
YBR302C	2	811473	810334
YBRCdelta11	2	258668	258974
YBRCdelta14	2	266178	266256
YBRCdelta18	2	643854	643997
YBRCdelta19	2	644357	644598
YBRWdelta12	2	259576	259907
YBRWdelta13	2	265161	265492
YBRWdelta15	2	327068	327393
YBRWdelta16	2	327389	327703
YBRWdelta17	2	350457	350749
YBRWtau2	2	643483	643853
YBRWTy1-2	2	259576	265492
YCL001W	3	111914	112480
YCL001W-A	3	113078	113539
YCL001W-B	3	113768	114022
YCL002C	3	111674	110843
YCL004W	3	109105	110670
YCL005W	3	108021	108791
YCL005W-A	3	107023	107417
YCL007C	3	107366	106974
YCL008C	3	106853	105696
YCL009C	3	105548	104619
YCL010C	3	104350	103571
YCL011C	3	103358	102075
YCL012C	3	101788	101317
YCL014W	3	96281	101191
YCL016C	3	95763	94621
YCL017C	3	94270	92777
YCL018W	3	91324	92418
YCL019W	3	85102	90415
YCL020W	3	85102	86418
YCL021W-A	3	83620	83997
YCL022C	3	82085	81570
YCL023C	3	79296	78949
YCL024W	3	79162	82275
YCL025C	3	77919	76018
YCL026C-A	3	75285	74704
YCL026C-B	3	73986	73405
YCL027W	3	71803	73341
YCL028W	3	70150	71367
YCL029C	3	69921	68599
YCL030C	3	68333	65934
YCL031C	3	65568	64675
YCL032W	3	63441	64481
YCL033C	3	63282	62776
YCL034W	3	61658	62722
YCL035C	3	61173	60841
YCL036W	3	59026	60726
YCL037C	3	58678	57374
YCL038C	3	56527	54941
YCL039W	3	52645	54882
YCL040W	3	50838	52340
YCL041C	3	50627	50133
YCL042W	3	50584	50943
YCL043C	3	50221	48653
YCL044C	3	48364	47111
YCL045C	3	46905	44623
YCL046W	3	46640	46963
YCL047C	3	44437	43661
YCL048W	3	42165	43556
YCL048W-A	3	41488	41727
YCL049C	3	40724	39786
YCL050C	3	38801	37836
YCL051W	3	35865	37616
YCL052C	3	35393	34143
YCL054W	3	31449	33974
YCL055W	3	27929	28936
YCL056C	3	27359	26925
YCL057C-A	3	24325	24032
YCL057W	3	24768	26906
YCL058C	3	23981	23523
YCL058W-A	3	23584	23925
YCL059C	3	23379	22429
YCL061C	3	22106	18816
YCL063W	3	17290	18561
YCL064C	3	16880	15798
YCL065W	3	13751	14119
YCL066W	3	13282	13809
YCL067C	3	13018	12386
YCL068C	3	12285	11503
YCL069W	3	9706	11082
YCL073C	3	8326	6479
YCL074W	3	2824	3750
YCL075W	3	2126	2566
YCL076W	3	1392	2135
YCLCdelta1	3	83055	83194
YCLWdelta2a	3	84069	84294
YCLWdelta2b	3	84630	84718
YCLWdelta3	3	84295	84626
YCLWdelta4	3	84811	85142
YCLWdelta5	3	90438	90769
YCLWomega1	3	1179	1429
YCLWomega2	3	4073	4322
YCLWTy2-1	3	84811	90769
YCLWTy5-1	3	1179	4322
YCR001W	3	115683	115997
YCR002C	3	118346	117378
YCR003W	3	118618	119169
YCR004C	3	120316	119573
YCR005C	3	122326	120944
YCR006C	3	123001	122528
YCR007C	3	126728	126009
YCR008W	3	128468	130279
YCR009C	3	131540	130743
YCR010C	3	133122	132271
YCR011C	3	136871	133722
YCR012W	3	137744	138994
YCR013C	3	139047	138400
YCR014C	3	140931	139183
YCR015C	3	142168	141215
YCR016W	3	143632	144504
YCR017C	3	147632	144771
YCR018C	3	148901	148236
YCR018C-A	3	151860	151606
YCR019W	3	152835	153926
YCR020C	3	154657	154010
YCR020C-A	3	155094	154828
YCR020W-B	3	155318	155554
YCR021C	3	157103	156105
YCR022C	3	157761	157417
YCR023C	3	160369	158534
YCR024C	3	162218	160740
YCR024C-A	3	163063	162941
YCR024C-B	3	162861	162595
YCR025C	3	163852	163442
YCR026C	3	166335	164107
YCR027C	3	167995	167366
YCR028C	3	172420	170882
YCR028C-A	3	173436	172946
YCR030C	3	176434	173822
YCR031C	3	178216	177496
YCR032W	3	179516	186019
YCR033W	3	186485	190165
YCR034W	3	190588	191631
YCR035C	3	193014	191830
YCR036W	3	193293	194294
YCR037C	3	197181	194410
YCR038C	3	199545	197617
YCR038W-A	3	199289	199414
YCR039C	3	200174	199542
YCR040W	3	200438	200965
YCR041W	3	200907	201239
YCR042C	3	205393	201170
YCR043C	3	206640	206257
YCR044C	3	207946	206873
YCR045C	3	209606	208131
YCR045W-A	3	208747	209097
YCR046C	3	210419	209910
YCR047C	3	211541	210714
YCR047W-A	3	211297	211503
YCR048W	3	211925	213757
YCR049C	3	212313	211867
YCR050C	3	213768	213460
YCR051W	3	214067	214735
YCR052W	3	214990	216441
YCR053W	3	216693	218237
YCR054C	3	220063	218372
YCR057C	3	223224	220453
YCR059C	3	224226	223450
YCR060W	3	224395	224730
YCR061W	3	225559	227454
YCR063W	3	228314	228787
YCR064C	3	228501	228091
YCR065W	3	229306	231000
YCR066W	3	231496	232959
YCR067C	3	236318	233121
YCR068W	3	237210	238772
YCR069W	3	239051	240007
YCR071C	3	240539	240099
YCR072C	3	242348	240801
YCR073C	3	246580	242585
YCR073W-A	3	246960	247907
YCR075C	3	248812	248030
YCR075W-A	3	248972	249199
YCR076C	3	250042	249290
YCR077C	3	252625	250235
YCR079W	3	252842	254170
YCR081C-A	3	258648	258412
YCR081W	3	254368	258651
YCR082W	3	258880	259266
YCR083W	3	259575	259958
YCR084C	3	262449	260308
YCR085W	3	262913	263266
YCR086W	3	263389	263961
YCR087C-A	3	264464	264003
YCR087W	3	263973	264488
YCR088W	3	265065	266843
YCR089W	3	267431	272260
YCR090C	3	272860	272312
YCR091W	3	274401	276563
YCR092C	3	279904	276761
YCR093W	3	280114	286440
YCR094W	3	286759	287934
YCR095C	3	289255	288167
YCR095W-A	3	289636	289794
YCR096C	3	293535	293176
YCR097W	3	293832	294318
YCR097W-A	3	294436	294702
YCR098C	3	298602	297046
YCR099C	3	301296	300829
YCR100C	3	302218	301268
YCR101C	3	303027	302479
YCR102C	3	305464	304358
YCR102W-A	3	306732	306929
YCR104W	3	307798	308172
YCR105W	3	309067	310152
YCR106W	3	310955	313453
YCR107W	3	313887	314978
YCR108C	3	316185	315994
YCRCdelta14	3	295955	296187
YCRCdelta6	3	124132	124463
YCRCdelta7	3	142756	143078
YCRCtau1	3	150693	151053
YCRWdelta10	3	151519	151849
YCRWdelta11	3	169569	169884
YCRWdelta12	3	291370	291709
YCRWdelta13	3	295000	295327
YCRWdelta8	3	149480	149807
YCRWdelta9	3	150218	150549
YCRWomega3	3	291919	292164
YDL001W	4	447981	449273
YDL002C	4	447575	446964
YDL003W	4	444680	446380
YDL004W	4	443026	443508
YDL005C	4	442306	441011
YDL006W	4	439906	440751
YDL007C-A	4	436821	436564
YDL007W	4	438044	439357
YDL008W	4	433494	433991
YDL009C	4	433245	432922
YDL010W	4	432327	433022
YDL011C	4	432628	432305
YDL012C	4	431514	431105
YDL013W	4	429064	430923
YDL014W	4	427361	428344
YDL015C	4	426931	425999
YDL016C	4	425869	425567
YDL017W	4	424206	425729
YDL018C	4	423507	422830
YDL019C	4	421511	417660
YDL020C	4	416705	415110
YDL021W	4	413950	414885
YDL022C-A	4	410053	409805
YDL022W	4	411822	412997
YDL023C	4	412078	411758
YDL024C	4	409854	408448
YDL025C	4	407203	405341
YDL025W-A	4	405407	405511
YDL026W	4	404746	405057
YDL027C	4	404954	403692
YDL028C	4	403288	400994
YDL029W	4	399337	400635
YDL030W	4	397534	399126
YDL031W	4	394214	397201
YDL032W	4	393687	393998
YDL033C	4	393909	392656
YDL034W	4	391780	392124
YDL035C	4	392054	389169
YDL036C	4	388898	387510
YDL037C	4	385584	384598
YDL038C	4	384078	382327
YDL039C	4	382330	381983
YDL040C	4	381435	378871
YDL041W	4	378099	378452
YDL042C	4	378442	376754
YDL043C	4	376477	375677
YDL044C	4	375286	373964
YDL045C	4	373605	372685
YDL045W-A	4	372245	372532
YDL046W	4	371237	371758
YDL047W	4	369769	370704
YDL048C	4	368211	366739
YDL049C	4	365874	365068
YDL050C	4	364817	364446
YDL051W	4	363952	364779
YDL052C	4	363583	362672
YDL053C	4	362256	361699
YDL054C	4	361285	359825
YDL055C	4	356759	355674
YDL056W	4	352877	355378
YDL057W	4	351434	352420
YDL058W	4	345665	351037
YDL059C	4	344953	344237
YDL060W	4	341619	343985
YDL061C	4	340798	340628
YDL062W	4	339857	340282
YDL063C	4	340134	338272
YDL064W	4	337487	338070
YDL065C	4	337277	336249
YDL066W	4	334835	336121
YDL067C	4	334396	334217
YDL068W	4	333500	333829
YDL069C	4	333810	333121
YDL070W	4	331025	332941
YDL071C	4	331041	330667
YDL072C	4	330447	329836
YDL073W	4	326613	329567
YDL074C	4	326149	324047
YDL075W	4	322226	322988
YDL076C	4	321552	320668
YDL077C	4	320120	316971
YDL078C	4	316388	315357
YDL079C	4	314748	312951
YDL080C	4	312471	310642
YDL081C	4	310122	309802
YDL082W	4	308424	309388
YDL083C	4	307789	306926
YDL084W	4	305237	306577
YDL085C-A	4	302670	302464
YDL085W	4	303211	304848
YDL086C-A	4	302089	301655
YDL086W	4	301413	302234
YDL087C	4	300999	300214
YDL088C	4	300003	298417
YDL089W	4	296820	298274
YDL090C	4	296329	295034
YDL091C	4	294759	293392
YDL092W	4	292781	293221
YDL093W	4	289909	292140
YDL094C	4	290081	289572
YDL095W	4	287059	289512
YDL096C	4	287324	286998
YDL097C	4	286695	285391
YDL098C	4	285165	284581
YDL099W	4	283419	284444
YDL100C	4	283176	282112
YDL101C	4	281848	280307
YDL102W	4	276872	280165
YDL103C	4	276581	275148
YDL104C	4	274876	273653
YDL105W	4	272389	273597
YDL106C	4	271901	270222
YDL107W	4	268921	269976
YDL108W	4	267698	268699
YDL109C	4	267201	265258
YDL110C	4	264964	264512
YDL111C	4	264110	263313
YDL112W	4	258915	263225
YDL113C	4	258555	256633
YDL114W	4	255604	256530
YDL114W-A	4	254935	255048
YDL115C	4	254717	253995
YDL116W	4	251566	253746
YDL117W	4	248581	251238
YDL118W	4	247302	247682
YDL119C	4	247612	246689
YDL120W	4	245923	246447
YDL121C	4	245582	245133
YDL122W	4	242552	244981
YDL123W	4	241418	241840
YDL124W	4	240259	241197
YDL125C	4	239606	239019
YDL126C	4	238664	236157
YDL127W	4	234927	235853
YDL128W	4	232652	233887
YDL129W	4	231024	231899
YDL130W	4	229906	230527
YDL130W-A	4	229171	229431
YDL131W	4	227393	228715
YDL132W	4	224304	226751
YDL133C-A	4	221801	221724
YDL133W	4	222427	223740
YDL134C	4	220771	219662
YDL135C	4	219288	218680
YDL136W	4	217600	218367
YDL137W	4	216529	217074
YDL138W	4	213352	215643
